occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability
shopkeeper,1098.89,24,61,0.2211,930.71,1267.08,0.559,0,moderate
driver,1160.75,24,29,0.3606,882.7,1438.8,0.562,1,moderate
delivery_worker,877.49,25,30,0.2512,776.78,978.19,0.675,0,moderate
delivery_worker,1279.74,23,47,0.2189,1126.92,1432.56,0.607,1,stable
delivery_worker,853.51,30,50,0.1607,751.55,955.48,0.747,0,moderate
shopkeeper,903.25,28,50,0.2207,763.28,1043.22,0.276,1,moderate
driver,1191.75,20,28,0.1367,895.07,1488.44,0.535,0,moderate
shopkeeper,1162.86,24,48,0.161,947.14,1378.58,0.602,1,moderate
street_vendor,628.25,27,16,0.102,558.64,697.85,0.251,0,moderate
delivery_worker,1248.05,21,36,0.2283,1039.04,1457.05,0.679,0,moderate
delivery_worker,1205.83,21,57,0.2638,927.61,1484.06,0.604,1,moderate
delivery_worker,660.76,29,37,0.159,600.0,804.49,0.581,0,moderate
driver,1432.83,17,24,0.217,1070.2,1600.0,0.41,1,moderate
shopkeeper,1992.05,29,38,0.2606,1628.43,2000.0,0.661,0,stable
street_vendor,667.36,25,22,0.1038,546.72,787.99,0.155,1,moderate
street_vendor,440.6,25,11,0.0366,347.96,533.23,0.329,0,moderate
delivery_worker,1622.63,20,43,0.212,1272.91,1800.0,0.929,1,stable
laborer,214.36,20,12,0.0687,200.0,243.3,0.169,0,unstable
shopkeeper,1648.61,20,45,0.0621,1233.21,2000.0,0.693,0,stable
driver,1252.7,25,49,0.1603,1111.08,1394.31,0.447,1,moderate
street_vendor,794.67,25,22,0.1765,642.16,900.0,0.082,1,moderate
shopkeeper,1190.12,28,67,0.2227,985.05,1395.19,0.587,1,stable
laborer,699.95,10,6,0.0574,557.32,700.0,0.123,0,unstable
street_vendor,752.44,27,17,0.0553,669.93,834.94,0.338,0,moderate
delivery_worker,1078.93,27,47,0.1029,910.41,1247.46,0.903,0,moderate
laborer,617.4,23,7,0.0,459.17,700.0,0.063,0,unstable
laborer,254.61,15,5,0.0082,200.0,328.63,0.028,1,unstable
laborer,409.49,25,7,0.0,338.27,480.71,0.075,0,unstable
shopkeeper,1092.98,24,45,0.1873,845.79,1340.17,0.474,1,moderate
shopkeeper,1320.78,24,55,0.2366,943.32,1698.24,0.255,0,stable
delivery_worker,680.22,22,31,0.2364,600.0,819.58,0.547,1,moderate
street_vendor,798.28,26,13,0.1301,605.77,900.0,0.184,0,moderate
shopkeeper,819.08,25,53,0.2475,708.45,929.71,0.403,0,moderate
delivery_worker,1059.24,20,46,0.2049,951.13,1167.35,0.902,1,moderate
delivery_worker,857.68,22,72,0.2718,673.48,1041.87,0.75,0,moderate
driver,559.22,20,19,0.142,500.0,700.2,0.702,1,unstable
shopkeeper,1058.28,24,52,0.1898,873.5,1243.07,0.643,0,stable
delivery_worker,1300.68,27,27,0.2121,1038.66,1562.69,0.936,0,stable
street_vendor,452.06,23,20,0.1149,373.59,530.54,0.261,1,moderate
driver,1416.68,25,28,0.2645,1110.84,1600.0,0.533,0,stable
shopkeeper,752.71,23,45,0.4,700.0,897.4,0.674,1,moderate
street_vendor,818.85,21,19,0.1114,670.89,900.0,0.054,0,unstable
shopkeeper,947.82,24,83,0.2745,700.0,1213.45,0.292,1,moderate
delivery_worker,787.46,30,44,0.1738,625.89,949.04,0.605,1,moderate
delivery_worker,1616.51,28,45,0.0767,1407.7,1800.0,0.705,1,stable
driver,1226.62,24,20,0.1273,1046.41,1406.83,0.635,0,moderate
driver,586.47,22,18,0.1576,500.0,732.79,0.58,0,moderate
shopkeeper,1896.15,24,45,0.2318,1425.09,2000.0,0.338,1,stable
driver,1283.05,22,34,0.0801,969.32,1596.78,0.439,1,moderate
delivery_worker,989.42,24,54,0.2267,787.5,1191.34,0.525,0,moderate
driver,1362.82,20,32,0.1327,1157.43,1568.21,0.579,1,moderate
street_vendor,823.58,28,11,0.0187,683.74,900.0,0.093,0,moderate
street_vendor,637.63,29,29,0.0682,464.16,811.09,0.066,0,moderate
laborer,363.61,26,13,0.1142,281.27,445.94,0.047,0,unstable
shopkeeper,1091.3,28,38,0.2541,887.89,1294.71,0.259,1,moderate
driver,854.4,22,33,0.0806,697.12,1011.69,0.609,0,moderate
driver,1031.98,20,41,0.1349,884.87,1179.1,0.727,1,moderate
driver,1375.74,24,37,0.1317,964.84,1600.0,0.306,0,moderate
laborer,445.23,23,8,0.0992,330.75,559.72,0.117,0,unstable
laborer,310.11,14,10,0.007,271.8,348.41,0.147,0,unstable
shopkeeper,1451.29,24,36,0.1431,1187.11,1715.47,0.428,1,moderate
laborer,332.13,10,10,0.0593,281.8,382.46,0.053,0,unstable
laborer,436.1,30,11,0.0299,379.12,493.07,0.147,0,moderate
street_vendor,414.26,27,19,0.0,334.68,493.84,0.063,1,unstable
shopkeeper,1545.23,26,72,0.2058,1341.13,1749.34,0.404,0,stable
driver,1139.18,22,35,0.2306,925.26,1353.1,0.669,0,moderate
street_vendor,648.67,21,24,0.0158,534.59,762.75,0.089,0,unstable
delivery_worker,1044.4,30,38,0.2317,808.29,1280.52,0.613,1,stable
laborer,620.12,26,7,0.0146,448.36,700.0,0.071,0,unstable
driver,725.26,23,23,0.1327,628.57,821.94,0.368,0,moderate
laborer,304.97,24,9,0.0675,270.56,339.38,0.073,0,unstable
delivery_worker,816.59,23,44,0.2216,695.2,937.99,0.588,1,moderate
street_vendor,621.91,28,18,0.0158,443.78,800.04,0.097,0,unstable
shopkeeper,960.18,24,31,0.3022,703.58,1216.77,0.629,1,stable
delivery_worker,680.5,24,23,0.1428,600.0,823.57,0.857,1,moderate
driver,1571.46,20,24,0.0448,1406.74,1600.0,0.668,1,moderate
laborer,219.27,20,10,0.0725,200.0,279.69,0.165,1,unstable
driver,795.7,22,34,0.0138,664.37,927.03,0.316,1,moderate
delivery_worker,1261.06,23,55,0.1356,959.52,1562.61,0.573,1,moderate
laborer,619.73,23,9,0.0,515.71,700.0,0.105,0,unstable
driver,949.31,25,27,0.1689,707.35,1191.26,0.34,0,moderate
laborer,444.65,11,11,0.1393,386.61,502.68,0.176,1,unstable
shopkeeper,978.38,24,61,0.2524,861.71,1095.06,0.279,1,moderate
laborer,358.56,22,1,0.0767,263.0,454.11,0.18,0,unstable
shopkeeper,1504.94,23,48,0.3362,1254.53,1755.35,0.42,1,stable
driver,600.35,21,34,0.197,500.0,764.38,0.526,1,moderate
street_vendor,226.9,19,20,0.1033,200.0,289.97,0.182,0,unstable
street_vendor,606.86,24,19,0.1184,500.68,713.03,0.306,0,moderate
driver,699.9,25,28,0.1932,522.4,877.4,0.691,1,moderate
street_vendor,859.82,29,19,0.0836,656.31,900.0,0.334,0,moderate
street_vendor,206.02,23,24,0.0494,200.0,239.92,0.064,1,unstable
shopkeeper,1862.16,24,65,0.1747,1618.28,2000.0,0.393,1,stable
shopkeeper,1814.38,26,49,0.1015,1428.46,2000.0,0.286,0,stable
delivery_worker,1196.67,26,51,0.303,978.82,1414.53,0.565,0,stable
street_vendor,399.27,26,26,0.1434,306.92,491.62,0.314,1,moderate
street_vendor,724.26,23,14,0.0555,565.16,883.37,0.195,0,unstable
street_vendor,632.61,27,18,0.0147,457.5,807.71,0.177,1,unstable
delivery_worker,1703.53,26,34,0.243,1530.39,1800.0,0.875,1,stable
shopkeeper,949.53,24,42,0.1537,826.98,1072.07,0.684,0,moderate
laborer,200.92,21,7,0.0419,200.0,256.14,0.128,0,unstable
street_vendor,247.02,30,22,0.0,200.0,308.26,0.232,0,unstable
laborer,546.47,25,1,0.0806,386.16,700.0,0.09,0,unstable
driver,1215.12,26,30,0.0483,951.45,1478.8,0.742,0,moderate
driver,1325.87,21,20,0.2187,1008.4,1600.0,0.707,0,moderate
delivery_worker,1504.6,22,23,0.2435,1184.2,1800.0,0.58,1,stable
delivery_worker,818.43,26,32,0.0977,600.0,1053.15,0.682,0,moderate
street_vendor,352.8,16,12,0.1126,258.89,446.72,0.07,0,unstable
street_vendor,353.27,25,13,0.133,255.13,451.42,0.145,0,unstable
shopkeeper,1700.75,28,65,0.3795,1357.13,2000.0,0.723,0,stable
driver,759.05,22,33,0.14,643.25,874.84,0.538,0,moderate
street_vendor,430.01,22,19,0.2301,360.3,499.72,0.067,1,unstable
street_vendor,467.38,30,15,0.1028,408.1,526.66,0.164,1,moderate
street_vendor,373.24,30,25,0.0507,304.61,441.87,0.262,0,moderate
driver,709.99,19,26,0.215,636.65,783.34,0.644,1,moderate
delivery_worker,739.31,25,48,0.1783,600.0,948.01,0.831,0,moderate
driver,1458.35,21,42,0.097,1191.7,1600.0,0.499,1,moderate
laborer,288.88,16,10,0.0726,231.07,346.69,0.094,1,unstable
delivery_worker,835.08,24,50,0.3057,641.61,1028.55,0.526,1,moderate
laborer,564.88,22,5,0.0864,431.04,698.71,0.167,1,unstable
shopkeeper,947.45,25,61,0.2448,799.4,1095.5,0.45,0,moderate
shopkeeper,1806.61,26,54,0.2574,1273.99,2000.0,0.722,1,stable
street_vendor,748.33,27,21,0.1176,641.64,855.03,0.174,0,moderate
delivery_worker,612.8,26,48,0.3183,600.0,691.98,0.589,1,moderate
laborer,372.04,16,10,0.018,281.53,462.55,0.141,1,unstable
shopkeeper,1997.3,27,53,0.3531,1765.48,2000.0,0.293,1,stable
laborer,381.33,13,13,0.0239,282.02,480.65,0.143,1,unstable
shopkeeper,1318.32,25,49,0.2347,1173.2,1463.44,0.75,1,stable
delivery_worker,1017.42,22,21,0.1872,729.58,1305.27,0.742,1,moderate
driver,501.87,21,36,0.2278,500.0,645.97,0.519,1,moderate
laborer,539.93,15,15,0.0,420.25,659.61,0.157,0,unstable
shopkeeper,727.46,28,44,0.1952,700.0,894.93,0.363,1,moderate
shopkeeper,764.81,22,56,0.2991,700.0,976.38,0.557,1,moderate
street_vendor,277.2,26,13,0.1004,201.81,352.6,0.347,0,unstable
delivery_worker,1330.13,29,38,0.1648,975.29,1684.98,0.927,0,stable
driver,1548.75,22,19,0.1218,1167.33,1600.0,0.39,1,moderate
street_vendor,354.43,19,23,0.0,279.95,428.9,0.259,0,unstable
driver,1257.92,23,42,0.1408,1117.28,1398.56,0.571,0,moderate
driver,560.25,24,24,0.0708,500.0,648.9,0.443,0,unstable
delivery_worker,1795.35,25,39,0.0941,1485.01,1800.0,0.64,0,stable
driver,1013.38,19,27,0.1889,772.3,1254.46,0.406,1,moderate
shopkeeper,1451.39,27,61,0.3094,1256.95,1645.83,0.694,0,stable
street_vendor,602.02,27,13,0.1281,467.24,736.8,0.281,0,moderate
driver,676.98,23,32,0.1428,500.0,869.13,0.501,1,moderate
driver,1473.32,22,37,0.2106,1091.72,1600.0,0.633,1,moderate
driver,1071.49,21,27,0.1875,827.92,1315.07,0.697,0,moderate
street_vendor,289.63,29,19,0.1463,259.67,319.6,0.237,0,moderate
street_vendor,219.71,24,22,0.1195,200.0,245.57,0.213,0,unstable
laborer,507.18,18,18,0.1001,445.81,568.55,0.157,0,unstable
driver,910.88,28,26,0.2559,748.45,1073.31,0.389,0,moderate
driver,1042.72,25,36,0.3051,915.67,1169.78,0.386,1,moderate
driver,678.01,22,15,0.2874,557.7,798.32,0.597,0,moderate
shopkeeper,1113.16,24,42,0.2899,969.91,1256.4,0.61,0,stable
shopkeeper,1100.21,27,43,0.2297,833.74,1366.67,0.704,1,moderate
laborer,451.35,20,12,0.0259,359.9,542.8,0.108,0,unstable
driver,1001.27,22,27,0.055,887.2,1115.33,0.419,1,moderate
street_vendor,433.07,27,25,0.0032,362.14,504.0,0.297,0,unstable
shopkeeper,707.3,29,36,0.2798,700.0,789.24,0.706,0,stable
street_vendor,457.8,20,20,0.1778,374.0,541.61,0.071,0,unstable
driver,833.45,18,41,0.1517,667.05,999.85,0.362,1,moderate
driver,942.08,22,39,0.1592,680.65,1203.51,0.439,1,moderate
driver,831.27,22,40,0.2766,710.39,952.16,0.599,1,moderate
street_vendor,754.3,24,17,0.0428,613.46,895.15,0.253,0,moderate
delivery_worker,752.14,20,38,0.2354,600.0,937.92,0.629,0,moderate
street_vendor,372.25,24,22,0.0661,306.42,438.09,0.238,0,unstable
delivery_worker,1392.41,23,43,0.1791,1041.12,1743.7,0.912,1,stable
street_vendor,386.5,21,13,0.0496,324.62,448.38,0.088,1,unstable
street_vendor,232.42,23,20,0.0705,200.0,278.05,0.081,0,unstable
shopkeeper,812.51,27,43,0.3487,700.0,994.38,0.726,1,moderate
street_vendor,730.12,23,26,0.1131,550.92,900.0,0.061,0,moderate
shopkeeper,1721.62,23,40,0.2025,1386.17,2000.0,0.733,0,stable
laborer,553.45,15,8,0.0665,447.94,658.96,0.092,0,unstable
street_vendor,672.59,24,16,0.1048,524.9,820.28,0.071,1,moderate
shopkeeper,1991.64,20,52,0.1363,1445.46,2000.0,0.44,1,stable
driver,1017.59,19,26,0.2133,906.03,1129.15,0.798,0,moderate
shopkeeper,1981.41,25,38,0.2952,1777.22,2000.0,0.683,0,stable
street_vendor,496.57,20,12,0.0493,399.91,593.23,0.083,0,unstable
shopkeeper,1879.37,24,62,0.287,1483.92,2000.0,0.352,0,stable
street_vendor,568.72,30,10,0.1474,501.33,636.11,0.315,0,moderate
laborer,521.33,15,8,0.0,415.8,626.86,0.073,0,unstable
delivery_worker,1688.77,26,48,0.1776,1467.26,1800.0,0.825,0,stable
shopkeeper,790.22,26,45,0.165,703.81,876.63,0.38,0,moderate
shopkeeper,1630.7,26,47,0.2119,1150.82,2000.0,0.584,0,stable
delivery_worker,806.31,30,42,0.2208,604.46,1008.17,0.821,0,moderate
shopkeeper,1957.33,25,53,0.178,1437.87,2000.0,0.532,1,stable
street_vendor,441.93,26,20,0.107,370.31,513.54,0.207,0,unstable
driver,1582.98,26,49,0.1371,1298.82,1600.0,0.793,1,stable
driver,619.8,23,45,0.0852,534.1,705.5,0.558,1,moderate
driver,1118.24,23,36,0.1578,818.82,1417.66,0.304,1,moderate
driver,861.04,23,30,0.0399,680.69,1041.4,0.63,0,moderate
laborer,215.65,25,10,0.0689,200.0,257.22,0.08,0,unstable
street_vendor,705.43,23,15,0.0,586.16,824.71,0.301,1,moderate
delivery_worker,1357.78,27,40,0.2963,1038.06,1677.49,0.77,0,stable
street_vendor,294.79,29,18,0.06,212.58,376.99,0.235,1,moderate
driver,544.78,23,27,0.193,500.0,614.39,0.418,0,moderate
laborer,328.42,18,5,0.0404,247.03,409.81,0.066,0,unstable
delivery_worker,1004.47,24,25,0.0,782.66,1226.28,0.589,1,moderate
delivery_worker,1431.48,26,34,0.2109,1012.08,1800.0,0.623,1,stable
delivery_worker,762.78,23,33,0.1273,648.26,877.3,0.557,1,moderate
street_vendor,681.89,19,24,0.08,581.46,782.32,0.068,0,moderate
laborer,525.31,19,7,0.0637,410.53,640.09,0.165,1,unstable
street_vendor,395.45,24,30,0.0034,295.51,495.38,0.233,1,unstable
driver,1441.56,28,25,0.0754,1048.55,1600.0,0.356,1,moderate
driver,1504.17,23,29,0.09,1249.75,1600.0,0.338,1,moderate
street_vendor,542.22,30,22,0.0427,432.82,651.62,0.243,0,moderate
driver,985.44,27,20,0.0975,809.38,1161.5,0.339,0,moderate
shopkeeper,1398.47,26,54,0.2338,1164.61,1632.34,0.345,0,stable
shopkeeper,1850.94,27,40,0.1625,1491.38,2000.0,0.653,1,stable
driver,1201.87,23,22,0.0821,927.81,1475.92,0.542,0,moderate
street_vendor,566.21,29,12,0.0662,439.59,692.83,0.349,0,moderate
street_vendor,435.51,18,21,0.0547,329.79,541.24,0.145,0,unstable
driver,1221.9,29,35,0.1414,914.11,1529.7,0.472,0,moderate
shopkeeper,1913.75,28,8,0.1846,1690.53,2000.0,0.466,1,stable
street_vendor,517.21,17,19,0.1843,415.86,618.56,0.309,0,unstable
delivery_worker,1091.66,23,27,0.1236,857.72,1325.6,0.908,0,moderate
street_vendor,307.64,30,21,0.1426,246.88,368.39,0.316,0,moderate
shopkeeper,780.1,23,58,0.3277,700.0,875.66,0.538,1,stable
driver,1210.9,23,37,0.2256,1055.03,1366.77,0.557,1,stable
delivery_worker,1557.08,26,54,0.2178,1242.38,1800.0,0.849,0,stable
driver,1218.47,21,24,0.091,1028.21,1408.73,0.447,0,moderate
delivery_worker,768.07,17,44,0.1888,600.0,964.33,0.643,1,moderate
street_vendor,717.31,16,22,0.1295,555.77,878.85,0.295,1,unstable
street_vendor,896.59,27,23,0.0605,721.61,900.0,0.088,1,moderate
shopkeeper,1626.85,23,53,0.2866,1462.59,1791.11,0.47,1,stable
shopkeeper,864.16,24,65,0.2033,700.0,1109.85,0.342,0,moderate
shopkeeper,1635.48,24,71,0.1874,1308.98,1961.97,0.284,1,stable
delivery_worker,1286.0,30,35,0.1228,1063.06,1508.94,0.563,0,moderate
delivery_worker,809.69,24,35,0.251,600.0,1034.75,0.874,0,moderate
street_vendor,311.34,21,19,0.0239,241.96,380.71,0.239,1,unstable
driver,533.1,18,27,0.2328,500.0,620.06,0.508,0,moderate
driver,1326.97,22,19,0.0363,1066.88,1587.06,0.654,1,moderate
delivery_worker,1775.11,28,46,0.1261,1254.88,1800.0,0.645,0,stable
driver,911.28,24,39,0.1223,767.41,1055.16,0.371,0,moderate
street_vendor,877.68,16,10,0.0266,661.34,900.0,0.219,1,unstable
laborer,481.69,14,7,0.03,370.48,592.9,0.097,0,unstable
delivery_worker,1288.6,26,36,0.1537,1016.96,1560.24,0.762,1,moderate
driver,1456.03,17,25,0.173,1208.37,1600.0,0.525,0,moderate
street_vendor,466.26,27,12,0.0,376.22,556.3,0.144,1,unstable
street_vendor,226.14,25,16,0.1035,200.0,256.63,0.152,0,unstable
driver,1291.73,22,50,0.2155,1013.26,1570.2,0.592,0,moderate
driver,1234.89,21,34,0.1136,874.97,1594.81,0.612,1,moderate
delivery_worker,1216.76,24,45,0.221,1070.0,1363.52,0.674,0,stable
laborer,292.85,10,12,0.0619,215.89,369.81,0.063,0,unstable
delivery_worker,729.4,28,39,0.2421,642.04,816.76,0.663,0,stable
driver,938.9,23,16,0.1277,781.87,1095.93,0.627,0,moderate
shopkeeper,1500.75,26,39,0.1709,1089.58,1911.93,0.599,1,stable
street_vendor,263.77,21,16,0.0811,232.3,295.25,0.112,0,unstable
laborer,575.18,28,12,0.0,457.5,692.87,0.188,1,moderate
delivery_worker,920.34,29,52,0.1362,775.85,1064.83,0.918,0,stable
street_vendor,853.99,21,13,0.0675,626.89,900.0,0.239,0,unstable
street_vendor,497.79,25,11,0.055,405.61,589.97,0.159,0,moderate
shopkeeper,1349.93,26,64,0.2423,1018.76,1681.1,0.745,0,stable
driver,1109.39,22,35,0.1317,863.39,1355.4,0.477,1,moderate
delivery_worker,1127.16,24,33,0.1734,878.3,1376.01,0.939,1,moderate
street_vendor,795.75,22,20,0.1371,704.41,887.1,0.323,0,moderate
delivery_worker,730.75,28,28,0.1295,600.0,930.18,0.719,1,moderate
driver,826.66,20,16,0.2429,680.29,973.02,0.759,1,moderate
street_vendor,776.31,21,22,0.0554,554.01,900.0,0.252,0,moderate
laborer,552.34,17,8,0.0902,440.81,663.87,0.116,0,unstable
driver,698.04,25,21,0.1308,568.31,827.78,0.533,0,moderate
driver,671.37,26,33,0.2258,500.0,856.72,0.737,0,moderate
street_vendor,340.66,25,19,0.1771,293.3,388.01,0.176,0,moderate
street_vendor,861.65,22,23,0.0826,627.03,900.0,0.129,0,moderate
driver,835.43,18,29,0.1799,602.03,1068.83,0.335,0,moderate
street_vendor,463.64,28,21,0.0,325.85,601.43,0.143,0,moderate
shopkeeper,992.87,25,48,0.1664,724.67,1261.07,0.624,1,moderate
street_vendor,814.62,30,17,0.0076,618.09,900.0,0.127,0,moderate
laborer,664.72,17,4,0.0199,588.64,700.0,0.054,0,unstable
street_vendor,880.03,24,17,0.1195,620.05,900.0,0.114,0,moderate
driver,889.1,20,17,0.2752,765.39,1012.82,0.341,0,moderate
shopkeeper,1211.84,28,66,0.2286,973.44,1450.24,0.42,1,stable
street_vendor,534.01,25,23,0.0608,452.91,615.11,0.308,0,unstable
shopkeeper,1457.69,28,56,0.2939,1187.41,1727.98,0.299,1,stable
street_vendor,751.54,27,15,0.1031,592.36,900.0,0.059,1,moderate
delivery_worker,1143.08,26,47,0.0604,909.14,1377.03,0.808,1,moderate
laborer,251.6,21,14,0.0333,203.28,299.91,0.171,1,unstable
shopkeeper,1756.02,24,50,0.1804,1382.28,2000.0,0.515,0,stable
laborer,645.43,18,11,0.0,486.15,700.0,0.102,0,unstable
laborer,486.04,20,8,0.1542,369.19,602.9,0.026,0,unstable
street_vendor,574.2,26,13,0.114,510.75,637.65,0.288,0,moderate
street_vendor,534.52,26,21,0.0069,385.73,683.32,0.323,0,unstable
shopkeeper,1233.71,29,42,0.2872,980.55,1486.87,0.721,1,moderate
driver,1425.07,22,41,0.0814,1132.76,1600.0,0.671,1,moderate
driver,711.55,21,24,0.1177,622.4,800.7,0.46,0,moderate
delivery_worker,1204.1,16,38,0.1536,995.26,1412.93,0.825,1,moderate
driver,823.77,23,27,0.2569,640.01,1007.52,0.533,1,moderate
shopkeeper,1901.19,28,43,0.3098,1389.05,2000.0,0.508,1,stable
delivery_worker,667.83,22,44,0.2153,600.0,863.56,0.637,1,moderate
laborer,486.6,19,10,0.1103,355.58,617.61,0.061,0,unstable
shopkeeper,943.72,27,35,0.3253,717.43,1170.0,0.581,0,moderate
street_vendor,638.1,28,16,0.0542,521.6,754.6,0.241,0,moderate
driver,802.67,22,26,0.0752,566.62,1038.72,0.509,0,moderate
laborer,307.8,23,12,0.0477,216.32,399.29,0.19,0,unstable
driver,659.92,19,29,0.2041,529.87,789.98,0.502,0,moderate
delivery_worker,1724.26,24,34,0.1992,1534.92,1800.0,0.647,1,stable
shopkeeper,1924.42,22,32,0.1672,1672.07,2000.0,0.525,0,stable
laborer,608.49,21,11,0.0311,484.93,700.0,0.141,0,unstable
driver,913.74,20,27,0.1741,780.37,1047.11,0.649,1,moderate
shopkeeper,724.67,24,54,0.1802,700.0,862.59,0.517,1,moderate
laborer,576.13,21,9,0.0866,425.86,700.0,0.106,1,unstable
laborer,697.45,19,14,0.0,498.95,700.0,0.025,0,unstable
driver,1002.46,18,36,0.101,795.74,1209.18,0.697,0,moderate
shopkeeper,1876.02,26,67,0.1806,1644.93,2000.0,0.401,0,stable
laborer,593.81,18,13,0.0,457.81,700.0,0.165,1,unstable
delivery_worker,1382.64,25,34,0.1665,1235.44,1529.83,0.612,1,moderate
delivery_worker,692.66,21,30,0.305,600.0,866.51,0.89,1,moderate
driver,791.02,22,27,0.1502,690.23,891.82,0.41,1,moderate
laborer,507.1,24,13,0.0762,417.96,596.23,0.058,0,unstable
shopkeeper,1945.07,25,48,0.1295,1653.38,2000.0,0.3,1,stable
driver,1132.95,17,20,0.1717,951.33,1314.56,0.733,1,moderate
delivery_worker,872.93,25,38,0.1369,629.45,1116.42,0.515,1,moderate
shopkeeper,842.39,27,44,0.2131,700.0,1076.7,0.528,1,moderate
delivery_worker,882.15,22,38,0.0395,765.56,998.74,0.513,1,moderate
delivery_worker,1284.7,27,33,0.2714,1092.6,1476.81,0.837,0,stable
delivery_worker,1643.1,26,35,0.1931,1299.06,1800.0,0.721,0,stable
shopkeeper,1974.23,24,36,0.3257,1566.64,2000.0,0.399,1,stable
driver,542.47,21,19,0.2593,500.0,627.61,0.551,0,moderate
street_vendor,362.14,23,11,0.0748,264.18,460.1,0.156,1,unstable
driver,683.17,18,31,0.2132,569.04,797.31,0.586,1,moderate
delivery_worker,745.67,26,47,0.2776,668.79,822.55,0.714,1,moderate
laborer,303.51,22,9,0.0161,223.68,383.35,0.066,0,unstable
delivery_worker,1002.41,22,28,0.2041,760.54,1244.28,0.579,1,moderate
driver,1547.14,20,23,0.1051,1112.55,1600.0,0.36,1,moderate
delivery_worker,1745.66,30,60,0.2422,1238.91,1800.0,0.6,0,stable
street_vendor,236.75,28,22,0.0874,202.62,270.87,0.271,0,moderate
delivery_worker,706.26,19,37,0.1689,600.0,881.53,0.715,1,moderate
laborer,514.72,16,15,0.0804,397.32,632.13,0.047,0,unstable
street_vendor,803.91,26,11,0.028,671.53,900.0,0.083,0,unstable
driver,1591.1,24,23,0.1671,1145.3,1600.0,0.446,1,stable
delivery_worker,1185.38,25,30,0.1644,1053.86,1316.91,0.607,0,stable
laborer,614.97,17,12,0.0,433.01,700.0,0.079,0,unstable
street_vendor,551.63,30,12,0.1281,459.53,643.72,0.243,0,moderate
shopkeeper,1647.64,27,57,0.316,1345.0,1950.28,0.467,0,stable
delivery_worker,954.45,21,21,0.247,680.0,1228.91,0.689,1,moderate
shopkeeper,890.12,25,26,0.132,788.91,991.33,0.356,1,moderate
laborer,460.22,21,8,0.0,405.44,515.0,0.05,0,unstable
laborer,371.37,30,13,0.0448,270.31,472.42,0.12,0,unstable
shopkeeper,1409.62,27,41,0.1703,1245.89,1573.35,0.597,1,moderate
laborer,431.62,11,19,0.0593,388.33,474.91,0.043,0,unstable
delivery_worker,1717.9,26,53,0.3254,1296.9,1800.0,0.679,0,stable
driver,1348.83,20,29,0.0,1179.54,1518.12,0.425,0,moderate
laborer,414.07,24,5,0.0461,338.35,489.79,0.091,0,unstable
street_vendor,525.59,25,11,0.0773,382.98,668.19,0.192,1,unstable
